name	len	score	pvalue
NODE_28_length_4433_cov_3.425308	4433	0.9544427990913391	0.013105219427449202
NODE_37_length_4234_cov_4.343862	4234	0.0015850963536649942	0.47662210136717276
NODE_45_length_4050_cov_3.118148	4050	0.1392499953508377	0.1698013445124254
NODE_41_length_4199_cov_3.964527	4199	0.0013501018984243274	0.4877067754362112
NODE_20_length_4642_cov_4.500109	4642	0.1704218089580536	0.15701714631014427
NODE_8_length_6207_cov_4.318921	6207	0.005321473814547062	0.3883034972429942
NODE_33_length_4380_cov_4.408324	4380	0.025214768946170807	0.2793073494976962
NODE_46_length_4036_cov_3.484552	4036	0.026768870651721954	0.27549286199864037
NODE_42_length_4152_cov_14.027825	4152	0.1404132843017578	0.16906488405468692
NODE_38_length_4232_cov_3.843189	4232	0.05684627220034599	0.22624442933756325
NODE_49_length_3992_cov_3.663449	3992	0.0030732026789337397	0.4284878011934436
NODE_53_length_3949_cov_3.634052	3949	0.0630524605512619	0.21933303119570965
NODE_57_length_3898_cov_4.072860	3898	1.0	0.0
NODE_61_length_3861_cov_3.135313	3861	0.15343450009822845	0.16334315280610318
NODE_47_length_4018_cov_3.386323	4018	0.5014892220497131	0.06106956718785407
NODE_43_length_4130_cov_3.517301	4130	0.34850966930389404	0.10793866606239141
NODE_39_length_4223_cov_4.545106	4223	0.001079451641999185	0.5031346778457587
NODE_54_length_3946_cov_3.810332	3946	0.08018773049116135	0.20341415514766975
NODE_62_length_3843_cov_3.637276	3843	0.13967618346214294	0.16957474129465971
NODE_34_length_4373_cov_3.704030	4373	0.13229694962501526	0.1727471863433794
NODE_58_length_3895_cov_2.256771	3895	3.232509584449872e-07	0.903146008006647
NODE_50_length_3991_cov_3.896850	3991	0.383258193731308	0.100517410680565
NODE_44_length_4121_cov_3.582145	4121	0.5327572822570801	0.05191102046982401
NODE_40_length_4201_cov_3.872648	4201	0.31250807642936707	0.11636075232268298
NODE_55_length_3921_cov_3.560010	3921	0.4238503873348236	0.09092454112848403
NODE_48_length_4011_cov_4.361223	4011	0.00011911222827620804	0.6482173880202432
NODE_59_length_3882_cov_3.560230	3882	0.8439919948577881	0.021942744920311202
NODE_63_length_3841_cov_4.219229	3841	0.0067311981692910194	0.3715915099327744
NODE_35_length_4367_cov_3.370826	4367	0.9075950384140015	0.017184077347231663
NODE_69_length_3810_cov_4.379494	3810	0.002244634786620736	0.45143137699221997
NODE_64_length_3839_cov_2.867336	3839	0.0014496793737635016	0.48279703905128785
NODE_65_length_3836_cov_3.725469	3836	0.6102896928787231	0.04120401843039505
NODE_51_length_3987_cov_3.486267	3987	0.5051059722900391	0.05904902182944331
NODE_56_length_3908_cov_3.518038	3908	0.574569582939148	0.04509404033537276
NODE_73_length_3780_cov_3.457450	3780	0.05933530628681183	0.22373291034066017
NODE_60_length_3872_cov_4.116846	3872	0.006236602086573839	0.37663343152806106
NODE_70_length_3796_cov_4.305533	3796	0.03598104044795036	0.25659037691668557
NODE_77_length_3695_cov_3.739286	3695	0.0045487782917916775	0.39965254173275927
NODE_85_length_3618_cov_3.333988	3618	0.015934137627482414	0.31084296397008837
NODE_66_length_3820_cov_3.848074	3820	0.9989522695541382	0.0037011858901729736
NODE_36_length_4245_cov_3.551551	4245	0.19956862926483154	0.14700883752549287
NODE_81_length_3646_cov_3.140908	3646	0.6634874939918518	0.03602991162474507
NODE_74_length_3767_cov_2.997575	3767	0.15878944098949432	0.1611904222373291
NODE_52_length_3966_cov_3.686781	3966	0.1901858001947403	0.15018128257421257
NODE_82_length_3645_cov_4.128412	3645	0.01867421716451645	0.2995883374877257
NODE_78_length_3687_cov_3.065253	3687	0.5801262855529785	0.04447088148651711
NODE_89_length_3537_cov_3.231476	3537	0.02682054042816162	0.27530402598383563
NODE_71_length_3789_cov_3.500000	3789	0.502761960029602	0.060144270715310824
NODE_86_length_3614_cov_3.525709	3614	0.2100890427827835	0.14376085807085126
NODE_83_length_3622_cov_3.428932	3622	0.3884696364402771	0.09927109298285369
NODE_67_length_3820_cov_3.529615	3820	0.094967320561409	0.19266938590527985
NODE_75_length_3719_cov_5.508734	3719	0.41383397579193115	0.0930772716972581
NODE_93_length_3498_cov_6.018298	3498	0.020858271047472954	0.2916194576629655
NODE_84_length_3621_cov_4.089176	3621	0.004599337466061115	0.3990293828839036
NODE_72_length_3784_cov_4.172164	3784	5.4460651881527156e-05	0.6943122592340811
NODE_87_length_3588_cov_3.392584	3588	0.01095103845000267	0.3369778684190649
NODE_90_length_3524_cov_4.910349	3524	3.871973603963852e-05	0.7128748394893875
NODE_79_length_3666_cov_3.917197	3666	0.0007248845649883151	0.5310635244353803
NODE_97_length_3429_cov_3.439241	3429	0.02742037922143936	0.27386887227131956
NODE_76_length_3708_cov_3.912401	3708	0.6694809794425964	0.03565223959513558
NODE_68_length_3815_cov_3.389628	3815	0.07630579173564911	0.20673766900823326
NODE_94_length_3493_cov_3.255963	3493	0.2858503758907318	0.12310219805121232
NODE_91_length_3512_cov_2.986983	3512	0.08289401233196259	0.20135584258629804
NODE_98_length_3413_cov_3.604229	3413	0.028567316010594368	0.27097968124480704
NODE_88_length_3542_cov_3.658159	3542	0.005973593797534704	0.3797869929753003
NODE_80_length_3650_cov_3.919611	3650	0.0007206249283626676	0.5314411964649898
NODE_95_length_3473_cov_4.334699	3473	6.362624844769016e-05	0.6856824533575043
NODE_99_length_3412_cov_2.221329	3412	0.055178992450237274	0.22811390588413022
NODE_92_length_3510_cov_3.964399	3510	0.3081229627132416	0.1172293979907848
NODE_96_length_3451_cov_3.848645	3451	0.014106828719377518	0.3188496109978095
NODE_100_length_3411_cov_2.408224	3411	0.08026494085788727	0.2033763879447088
NODE_105_length_3384_cov_3.691799	3384	0.2371334731578827	0.13575421104313015
NODE_101_length_3402_cov_9.884972	3402	0.20361758768558502	0.14578140342926202
NODE_109_length_3363_cov_3.115175	3363	0.012620838358998299	0.32617644837223353
NODE_125_length_3234_cov_2.804970	3234	0.03965810686349869	0.2497733967822343
NODE_129_length_3212_cov_3.605955	3212	0.0035715510603040457	0.4176108467406904
NODE_121_length_3260_cov_3.839626	3260	0.08890526741743088	0.19680489462950373
NODE_113_length_3341_cov_4.117468	3341	2.6655587134882808e-05	0.7340055895460382
NODE_117_length_3308_cov_3.735629	3308	0.0682067945599556	0.21397008837525494
NODE_106_length_3379_cov_3.513237	3379	0.9999285340309143	0.0014351537125160511
NODE_110_length_3362_cov_3.798911	3362	0.0010084901005029678	0.5082332502454868
NODE_102_length_3402_cov_3.752614	3402	0.001636030268855393	0.4742994183850744
NODE_122_length_3246_cov_3.753996	3246	0.14994463324546814	0.16460835410529495
NODE_130_length_3207_cov_22.836294	3207	0.03661404922604561	0.2554007100234157
NODE_111_length_3362_cov_2.967342	3362	0.1875905692577362	0.15121988065563866
NODE_126_length_3225_cov_4.016404	3225	1.7603368178242818e-05	0.7550230379938062
NODE_118_length_3305_cov_2.892923	3305	0.20578798651695251	0.14502605937004306
NODE_114_length_3335_cov_3.792988	3335	0.1498071551322937	0.16470277211269732
NODE_107_length_3371_cov_3.424608	3371	0.03387043625116348	0.26027267920537805
NODE_123_length_3244_cov_2.633427	3244	0.00023624167079105973	0.6049739406299569
NODE_103_length_3393_cov_3.723188	3393	0.5925376415252686	0.04335674899916912
NODE_112_length_3360_cov_3.800303	3360	1.8352739061811008e-06	0.8510083843190573
NODE_131_length_3204_cov_3.596697	3204	0.5452494025230408	0.04972052269808898
NODE_127_length_3217_cov_3.492410	3217	0.09569340944290161	0.19225394667270942
NODE_119_length_3304_cov_3.417667	3304	1.1162994269398041e-05	0.7762293224563789
NODE_115_length_3327_cov_2.208130	3327	0.07898349314928055	0.20445275322909584
NODE_124_length_3241_cov_3.630885	3241	0.0034986590035259724	0.41887604803988215
NODE_108_length_3365_cov_3.409668	3365	0.011271491646766663	0.334674069038447
NODE_132_length_3200_cov_2.897933	3200	0.0001479626662330702	0.6341113377143289
NODE_128_length_3216_cov_5.813350	3216	0.0686778873205185	0.21349799833824307
NODE_133_length_3199_cov_2.799936	3199	0.01349310576915741	0.32168215121988064
NODE_120_length_3289_cov_3.840754	3289	0.12824967503547668	0.17461666288994637
NODE_104_length_3391_cov_4.106715	3391	0.6226401925086975	0.03978774831935947
NODE_137_length_3188_cov_3.150016	3188	0.5538508296012878	0.047888813354482966
NODE_116_length_3322_cov_3.665442	3322	0.0032556841615587473	0.4242956416647783
NODE_161_length_3056_cov_3.879374	3056	0.018513372167944908	0.3000604275247375
NODE_145_length_3121_cov_2.196347	3121	0.0012389160692691803	0.4935606918951582
NODE_149_length_3095_cov_3.774013	3095	0.0013379215961322188	0.48827328348062543
NODE_134_length_3198_cov_4.007000	3198	0.001426665810868144	0.4839678223430773
NODE_141_length_3157_cov_3.045777	3157	0.5237345099449158	0.05357277740010575
NODE_153_length_3084_cov_3.623968	3084	0.1171126440167427	0.18022509252964725
NODE_157_length_3065_cov_4.179070	3065	0.2860128581523895	0.12308331444973185
NODE_142_length_3154_cov_3.382059	3154	0.7207287549972534	0.031365662059067906
NODE_138_length_3175_cov_3.260897	3175	0.040657393634319305	0.2484704282800816
NODE_162_length_3054_cov_2.351117	3054	0.0021244848612695932	0.4554724677090415
NODE_135_length_3196_cov_3.657116	3196	0.01787385903298855	0.30253417931867965
NODE_143_length_3131_cov_3.457737	3131	0.03192489221692085	0.2638416798851877
NODE_146_length_3115_cov_5.035948	3115	0.07956735044717789	0.20392401238764257
NODE_150_length_3093_cov_2.819289	3093	0.00010283877782057971	0.6571870987234686
NODE_154_length_3081_cov_4.517184	3081	0.00990590825676918	0.3447579122290203
NODE_158_length_3065_cov_3.343189	3065	0.9772678017616272	0.009611753153561447
NODE_139_length_3171_cov_2.916881	3171	0.0013262539869174361	0.4888775587280006
NODE_144_length_3131_cov_2.683355	3131	0.00039762555388733745	0.5716821512198806
NODE_155_length_3078_cov_4.795898	3078	6.977711564104538e-06	0.7972467709041469
NODE_163_length_3044_cov_3.480428	3044	0.4856736361980438	0.07153108240803686
NODE_136_length_3188_cov_3.553144	3188	0.0034565806854516268	0.41968804290354256
NODE_147_length_3112_cov_3.598626	3112	0.021077020093798637	0.2909207644081879
NODE_159_length_3060_cov_3.326789	3060	0.05416858196258545	0.22920915476999773
NODE_151_length_3089_cov_23.104483	3089	0.0704253613948822	0.2120817282272075
NODE_140_length_3166_cov_3.743491	3166	4.174229979980737e-05	0.7093247224110583
NODE_156_length_3066_cov_3.221521	3066	0.08749748766422272	0.19776795830500793
NODE_165_length_3033_cov_3.796844	3033	0.0004754666006192565	0.5595211118664551
NODE_164_length_3041_cov_3.730743	3041	0.0002625848865136504	0.5987045849384395
NODE_169_length_3016_cov_2.401554	3016	0.36740899085998535	0.10418082936777702
NODE_148_length_3112_cov_3.187439	3112	0.5726848244667053	0.045282876350177505
NODE_152_length_3085_cov_3.802970	3085	0.23736906051635742	0.13573532744164968
NODE_160_length_3059_cov_3.393808	3059	0.0012178252218291163	0.4949391948032329
NODE_166_length_3022_cov_3.142231	3022	0.020032592117786407	0.2944519978850366
NODE_170_length_2996_cov_3.174430	2996	0.6669915914535522	0.035784424805498906
NODE_177_length_2941_cov_4.072765	2941	0.11166513711214066	0.18286879673691367
NODE_173_length_2980_cov_3.190085	2980	0.1488269567489624	0.16506156054082635
NODE_181_length_2916_cov_4.318770	2916	0.00011483693378977478	0.6502568169801345
NODE_193_length_2883_cov_3.105728	2883	0.0037303033750504255	0.41432510008308787
NODE_185_length_2903_cov_3.505618	2903	0.003415616462007165	0.4205566885716444
NODE_167_length_3020_cov_4.244519	3020	5.748604962718673e-05	0.6914041846060881
NODE_171_length_2987_cov_3.669168	2987	0.6722744703292847	0.03536898557292847
NODE_189_length_2889_cov_4.385674	2889	0.0005184664623811841	0.5536671954075081
NODE_182_length_2913_cov_4.265220	2913	0.15307003259658813	0.16341868721202507
NODE_174_length_2974_cov_4.067489	2974	5.4685875511495396e-05	0.6940478888133544
NODE_178_length_2935_cov_4.050347	2935	3.021325767349481e-07	0.9051099025606164
NODE_194_length_2881_cov_3.595895	2881	0.4750375747680664	0.07576100913966312
NODE_186_length_2901_cov_4.890372	2901	0.0029508606530725956	0.43152806103179997
NODE_168_length_3017_cov_4.190749	3017	0.0011438719229772687	0.49915023793337865
NODE_172_length_2983_cov_3.392418	2983	0.0521138533949852	0.23156960495505702
NODE_179_length_2924_cov_2.990241	2924	0.12247061729431152	0.177468086713498
NODE_190_length_2887_cov_4.223870	2887	0.007964156568050385	0.3601669310370874
NODE_183_length_2913_cov_2.752974	2913	5.8971152611775324e-05	0.6901200997054158
NODE_175_length_2965_cov_3.049828	2965	0.2769111096858978	0.12557594984515447
NODE_180_length_2919_cov_3.259427	2919	0.10310529917478561	0.18802401994108317
NODE_197_length_2872_cov_3.252751	2872	0.5336270332336426	0.051684417252058315
NODE_195_length_2878_cov_3.706341	2878	0.15075626969337463	0.16430621648160737
NODE_187_length_2898_cov_3.710517	2898	0.9555222988128662	0.012954150615605408
NODE_184_length_2905_cov_4.298596	2905	0.0001520113437436521	0.6323173955736838
NODE_191_length_2886_cov_3.518898	2886	0.02627812698483467	0.2765692272830274
NODE_198_length_2864_cov_4.578498	2864	0.058691512793302536	0.22441271999395726
NODE_188_length_2890_cov_3.618342	2890	0.16980096697807312	0.15731928393383185
NODE_176_length_2952_cov_3.991716	2952	0.069063700735569	0.21336581312787975
NODE_196_length_2877_cov_3.893338	2877	0.6130167841911316	0.04078857919782461
NODE_192_length_2885_cov_2.320848	2885	0.170497864484787	0.15701714631014427
NODE_199_length_2863_cov_3.728276	2863	0.16581077873706818	0.15850895082710176
NODE_200_length_2845_cov_3.265233	2845	0.16052882373332977	0.16064279779439536
NODE_221_length_2754_cov_2.179326	2754	0.007345313206315041	0.36558652466198355
NODE_213_length_2775_cov_8.500368	2775	0.05373702570796013	0.22966236120552913
NODE_225_length_2742_cov_3.074432	2742	0.5615954995155334	0.04662361205529118
NODE_205_length_2827_cov_3.701659	2827	0.14298315346240997	0.16772414834957322
NODE_229_length_2731_cov_3.486921	2731	0.02095566689968109	0.29133620364075835
NODE_217_length_2759_cov_4.315828	2759	0.039932820945978165	0.2493957247526248
NODE_209_length_2801_cov_3.941369	2801	7.404344069072977e-05	0.6761840018128258
NODE_201_length_2838_cov_4.152713	2838	0.7602350115776062	0.02866530704736007
NODE_214_length_2775_cov_3.170221	2775	0.0003370297490619123	0.5833522169348138
NODE_226_length_2741_cov_3.247208	2741	0.012884000316262245	0.3247979454641589
NODE_222_length_2753_cov_3.659377	2753	0.005247516091912985	0.38941762973034216
NODE_218_length_2759_cov_3.884985	2759	0.001857329742051661	0.4645932472241106
NODE_210_length_2788_cov_2.079766	2788	0.00020221697923261672	0.6150766674220107
NODE_230_length_2727_cov_2.955090	2727	0.28632110357284546	0.12302666364529043
NODE_219_length_2759_cov_3.356509	2759	0.004804987460374832	0.3955170330085354
NODE_206_length_2822_cov_3.189013	2822	0.23469696938991547	0.13639625349346626
NODE_220_length_2756_cov_3.054054	2756	0.25257551670074463	0.1315998187174258
NODE_227_length_2738_cov_4.209094	2738	0.7126708030700684	0.032045471712364985
NODE_223_length_2749_cov_3.734967	2749	0.03739112988114357	0.2539466727094191
NODE_202_length_2838_cov_3.981315	2838	0.001372828846797347	0.4866304101518242
NODE_215_length_2769_cov_3.396463	2769	0.03863242268562317	0.25151068811843796
NODE_207_length_2809_cov_3.967683	2809	0.003167300019413233	0.4261462346098648
NODE_211_length_2786_cov_3.301355	2786	0.035147689282894135	0.2581010650351235
NODE_233_length_2705_cov_2.596981	2705	0.0037082661874592304	0.4148727245260216
NODE_231_length_2726_cov_3.088356	2726	0.38503924012184143	0.09996978623763124
NODE_228_length_2736_cov_2.932115	2736	0.02846706099808216	0.2711307500566508
NODE_224_length_2746_cov_2.166852	2746	0.007751699071377516	0.36196087317773246
NODE_208_length_2806_cov_3.163940	2806	0.13917507231235504	0.16985799531686682
NODE_234_length_2704_cov_3.566629	2704	0.11672918498516083	0.18037616134149104
NODE_212_length_2783_cov_2.249267	2783	0.02982984483242035	0.2681093738197749
NODE_245_length_2672_cov_3.768819	2672	0.16347552835941315	0.15947201450260592
NODE_203_length_2837_cov_3.479511	2837	0.08196796476840973	0.2020545358410756
NODE_216_length_2764_cov_3.816168	2764	0.8324357271194458	0.02281139058841302
NODE_237_length_2698_cov_2.864170	2698	7.471806748071685e-05	0.6757119117758139
NODE_232_length_2706_cov_3.400604	2706	0.6853585243225098	0.03429262028854143
NODE_241_length_2687_cov_3.494301	2687	0.4687454402446747	0.07797039051287862
NODE_235_length_2703_cov_2.571375	2703	3.5560345779117597e-09	0.9754702016768638
NODE_246_length_2672_cov_3.416125	2672	0.09179888665676117	0.1947654656696125
NODE_253_length_2655_cov_3.380000	2655	0.051165394484996796	0.23289145705869024
NODE_249_length_2666_cov_3.293374	2666	0.034457989037036896	0.25929073192839336
NODE_204_length_2830_cov_3.190270	2830	0.11205420643091202	0.18266107712062846
NODE_236_length_2702_cov_2.465433	2702	3.310071861051256e-06	0.8285368985572928
NODE_238_length_2697_cov_3.564724	2697	0.003894348628818989	0.4111148878314072
NODE_242_length_2683_cov_3.495814	2683	0.037421103566884995	0.2538711383034972
NODE_254_length_2654_cov_3.967295	2654	0.36229079961776733	0.10523831105068358
NODE_257_length_2650_cov_4.200385	2650	0.8311486840248108	0.022905808595815393
NODE_255_length_2654_cov_2.216622	2654	0.12417098879814148	0.17661832464687666
NODE_265_length_2617_cov_3.980094	2617	0.00028904504142701626	0.5928695520809729
NODE_247_length_2670_cov_3.425239	2670	2.4557200958952308e-05	0.7382355162776645
NODE_250_length_2663_cov_3.544095	2663	0.023205161094665527	0.2847080595211119
NODE_239_length_2691_cov_3.421093	2691	0.02939790114760399	0.26912908829972054
NODE_266_length_2614_cov_5.590074	2614	0.01344145555049181	0.3219087544376463
NODE_261_length_2625_cov_10.208949	2625	0.01122294832020998	0.33514615907545886
NODE_251_length_2657_cov_3.707148	2657	0.057346161454916	0.22579122290203188
NODE_243_length_2678_cov_3.749523	2678	0.000460406590718776	0.5615038900219049
NODE_256_length_2651_cov_3.659861	2651	8.982271538116038e-05	0.6648727245260216
NODE_258_length_2645_cov_3.637066	2645	0.06461837887763977	0.2175202054535841
NODE_248_length_2669_cov_4.014155	2669	0.00022388718207366765	0.6085807085127275
NODE_267_length_2611_cov_3.750782	2611	0.4516074061393738	0.08308784651408717
NODE_240_length_2689_cov_3.826120	2689	0.0002112884249072522	0.612338545207342
NODE_262_length_2622_cov_3.508765	2622	0.038687631487846375	0.25134073570511367
NODE_252_length_2656_cov_3.299885	2656	0.02261732891201973	0.28635093284991314
NODE_277_length_2586_cov_3.969972	2586	0.0027141347527503967	0.4376841151144346
NODE_244_length_2677_cov_3.334859	2677	0.5182497501373291	0.05498904751114132
NODE_269_length_2602_cov_4.343149	2602	0.0022737423423677683	0.4506571493315205
NODE_273_length_2594_cov_3.910989	2594	0.14337670803070068	0.1676674975451318
NODE_259_length_2644_cov_3.464658	2644	0.003791812341660261	0.4131732003927789
NODE_268_length_2608_cov_3.946729	2608	0.04413324594497681	0.24257874461817358
NODE_281_length_2583_cov_6.055775	2583	0.0006087515503168106	0.5431490293828839
NODE_285_length_2579_cov_1.709588	2579	0.06560137867927551	0.21665155978548228
NODE_263_length_2620_cov_3.742690	2620	0.869800329208374	0.02016768638114661
NODE_270_length_2601_cov_3.523959	2601	0.10290439426898956	0.18809955434700507
NODE_260_length_2638_cov_3.125436	2638	0.5922339558601379	0.0433756326006496
NODE_278_length_2586_cov_2.500198	2586	0.022900553420186043	0.28553893798625274
NODE_274_length_2593_cov_3.548463	2593	0.025530913844704628	0.27845758743107485
NODE_289_length_2572_cov_4.150179	2572	0.0003731292381417006	0.5765163531988821
NODE_275_length_2589_cov_3.768350	2589	0.24998843669891357	0.13226074476924238
NODE_282_length_2582_cov_2.225168	2582	0.0020414539612829685	0.4579651031044641
NODE_286_length_2578_cov_2.648038	2578	0.0003893358225468546	0.5732683737442406
NODE_271_length_2600_cov_5.515914	2600	0.09911951422691345	0.19019563411133772
NODE_264_length_2619_cov_3.762090	2619	0.14699909090995789	0.16604350781781102
NODE_276_length_2588_cov_2.349783	2588	8.890586400411848e-08	0.9321134526776947
NODE_283_length_2580_cov_4.030099	2580	1.4929152030163095e-06	0.8584107560994033
NODE_293_length_2547_cov_2.499197	2547	4.9838159611681476e-05	0.6995807840471334
NODE_290_length_2566_cov_3.264038	2566	0.3616257905960083	0.1053704962610469
NODE_279_length_2584_cov_3.896402	2584	0.10290715843439102	0.18809955434700507
NODE_297_length_2542_cov_3.871733	2542	0.08211612701416016	0.20186569982627087
NODE_287_length_2577_cov_3.091197	2577	0.23967105150222778	0.1351310521942745
NODE_272_length_2598_cov_2.235942	2598	0.02213999256491661	0.28797492257723395
NODE_284_length_2580_cov_3.756040	2580	0.00019588557188399136	0.6167761915552534
NODE_294_length_2544_cov_3.204098	2544	0.13344769179821014	0.1723128635093285
NODE_291_length_2560_cov_3.522156	2560	0.509748637676239	0.05731173049323967
NODE_280_length_2584_cov_3.109925	2584	0.8175618648529053	0.02392552307576101
NODE_298_length_2539_cov_3.185990	2539	0.48053109645843506	0.07381599818717426
NODE_295_length_2543_cov_3.942926	2543	0.1296204924583435	0.17401238764257118
NODE_288_length_2574_cov_4.156808	2574	0.35365602374076843	0.10720220560465292
NODE_292_length_2555_cov_2.050000	2555	0.015723049640655518	0.3116927260367097
NODE_296_length_2543_cov_2.890675	2543	0.1546286642551422	0.16298436437797417
NODE_299_length_2536_cov_3.507860	2536	0.03483006730675697	0.25866757307953775
NODE_300_length_2536_cov_2.164047	2536	0.04247162863612175	0.245581237253569
NODE_317_length_2515_cov_3.486179	2515	0.02213597670197487	0.28797492257723395
NODE_305_length_2530_cov_3.711111	2530	0.0001360977184958756	0.6399463705717955
NODE_313_length_2520_cov_4.094929	2520	0.45732665061950684	0.08176599441045396
NODE_329_length_2492_cov_1.351662	2492	0.00509855430573225	0.39143817508875295
NODE_301_length_2534_cov_3.827753	2534	0.005544766783714294	0.38547095702092304
NODE_321_length_2502_cov_11.773600	2502	0.02958366833627224	0.2686947654656696
NODE_309_length_2526_cov_3.776204	2526	0.06311790645122528	0.21923861318830729
NODE_325_length_2499_cov_3.655892	2499	0.09316698461771011	0.1938024019941083
NODE_318_length_2512_cov_4.483923	2512	0.015103110112249851	0.31405317622176904
NODE_314_length_2518_cov_2.756395	2518	0.4269731044769287	0.08994259385149936
NODE_306_length_2528_cov_3.498585	2528	0.35471463203430176	0.10693783518392627
NODE_330_length_2491_cov_2.536535	2491	0.015511883422732353	0.3123158848855654
NODE_322_length_2502_cov_3.969350	2502	0.003951449412852526	0.4103028929677468
NODE_310_length_2526_cov_3.397815	2526	0.044630467891693115	0.24201223657375934
NODE_302_length_2534_cov_2.637757	2534	1.2810350199288223e-05	0.7702054535841075
NODE_326_length_2496_cov_3.782057	2496	0.004511001519858837	0.40027570058161493
NODE_315_length_2518_cov_2.209501	2518	0.00031183267128653824	0.5881675353123348
NODE_319_length_2503_cov_3.840686	2503	0.0015475136460736394	0.47837827630485685
NODE_327_length_2494_cov_2.487085	2494	5.9969781432300806e-05	0.6891003852254702
NODE_323_length_2501_cov_3.992641	2501	0.2039833962917328	0.14574363622630107
NODE_328_length_2493_cov_3.863002	2493	0.25619491934776306	0.1307878238537654
NODE_333_length_2488_cov_1.831073	2488	0.0001644121075514704	0.6274831935946824
NODE_311_length_2526_cov_3.008903	2526	0.030494963750243187	0.2667686381146612
NODE_331_length_2491_cov_1.586207	2491	0.010772963985800743	0.33828083692121763
NODE_307_length_2528_cov_3.352608	2528	0.9058120250701904	0.01729737895611451
NODE_316_length_2517_cov_4.210398	2517	0.0007837226730771363	0.5254928619986404
NODE_320_length_2503_cov_3.254493	2503	0.9948407411575317	0.006118286879673691
NODE_341_length_2466_cov_4.045624	2466	0.20124714076519012	0.14640456227811768
NODE_303_length_2533_cov_2.062954	2533	0.00035411721910350025	0.5801042374801723
NODE_342_length_2464_cov_2.395600	2464	0.0010838552843779325	0.5028136566205906
NODE_324_length_2501_cov_3.949305	2501	0.0012128246016800404	0.4953546340358033
NODE_308_length_2527_cov_3.689725	2527	0.029731987044215202	0.26837374424050153
NODE_337_length_2473_cov_2.244417	2473	4.770560053657391e-07	0.8933643024397613
NODE_332_length_2488_cov_3.755857	2488	0.4744817316532135	0.07593096155298738
NODE_334_length_2484_cov_2.278716	2484	4.149911546846852e-06	0.8200770450940403
NODE_312_length_2523_cov_3.421394	2523	0.1654953807592392	0.15871667044338697
NODE_343_length_2463_cov_4.077658	2463	0.1125224307179451	0.18249112470730416
NODE_357_length_2420_cov_2.246089	2420	0.002887382637709379	0.4332087015635622
NODE_349_length_2444_cov_2.735036	2444	0.5084307193756104	0.05767051892136869
NODE_304_length_2531_cov_3.218901	2531	0.12476947903633118	0.17635395422615002
NODE_338_length_2472_cov_2.837402	2472	0.0010058162733912468	0.5083465518543696
NODE_345_length_2456_cov_2.271554	2456	0.0007960316725075245	0.5245864491275776
NODE_335_length_2481_cov_3.158285	2481	0.1129661425948143	0.18215121988065563
NODE_358_length_2416_cov_3.209233	2416	0.5570205450057983	0.047360072513029684
NODE_353_length_2432_cov_2.497265	2432	5.7787179486012974e-08	0.9404977717350254
NODE_344_length_2463_cov_3.010797	2463	0.0019381499150767922	0.4615907545887152
